callsign,departure,arrivee,registration,delay,Parking0,Parking1,Parking2,Parking3,Parking4,Parking5,Parking6,Parking7,Parking8,Parking9,Parking10,Parking11,Parking12,Parking13,Parking14,Parking15,Parking16,Parking17,Parking18,Parking19,Parking20,Parking21,Parking22,Parking23,Parking24,Parking25,Parking26,Parking27,Parking28,Parking29,Parking30,Parking31,Parking32,Parking33,Parking34,Parking35,Parking36,Parking37,Parking38,Parking39,Parking40,Parking41,Parking42,Parking43,Parking44,Parking45,Parking46,Parking47,Parking48,Parking49,Parking50,Parking51,Parking52,Parking53,Parking54,Parking55,Parking56,Parking57,Parking59,Parking60,Parking61,Parking62,Parking63,Parking64,Parking65,Parking66,Parking67,Parking68,Parking69,Parking70,Parking71,Parking72,Parking73,Parking74,Parking75,Parking76,Parking77,Parking78,Parking79,Parking80,Parking82,Parking84,Parking85,Parking86,Parking87,Parking88,Parking89,Parking90,Parking91,Parking92,Parking93,Parking94,Parking95,Parking96,Parking97,Parking98,Parking99,change_times,remote_numbers
CCA802 ar,RKSI,ZBTJ,B5211,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,604,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,474,0
CCA1533 de,ZBTJ,ZSSS,B5213,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,412,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,474,0
CCA1534 ar,ZSSS,ZBTJ,B5213,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,601,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,474,0
CCA1523 de,ZBTJ,ZSSS,B5213,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,413,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,474,0
CCA1524 ar,ZSSS,ZBTJ,B5213,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,604,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,601,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,474,0
CCA1371 de,ZBTJ,ZGSZ,B5227,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,201,201,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,474,0
CCA1372 ar,ZGSZ,ZBTJ,B5227,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,474,0
CCA1527 de,ZBTJ,ZSSS,B5227,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,413,108,108,108,108,108,108,108,108,108,202,202,202,202,202,202,202,202,202,202,202,202,416R,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,474,0
CCA1528 ar,ZSSS,ZBTJ,B5227,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,604,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,601,601,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,474,0
LKE9713 ar,ZPPP,ZBTJ,B5268,,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,474,0
CES5747 ar,ZPPP,ZBTJ,B5271,,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,215,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,474,0
CES5748 de,ZBTJ,ZPPP,B5271,,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,216,216,216,216,216,216,216,216,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,601,418R,418R,418R,418R,418R,418R,418R,418R,418R,418R,418R,418R,418R,418R,418R,418R,474,0
CSN3135 ar,ZGGG,ZBTJ,B5281,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,220,220,220,220,220,220,220,220,220,220,220,220,222,222,222,222,222,222,222,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,474,0
CSN3136 de,ZBTJ,ZGGG,B5281,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,220,220,220,220,220,220,220,220,220,220,220,220,222,222,222,222,222,222,222,222,222,222,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,474,0
CES5947 ar,ZPDL,ZBTJ,B5282,,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,474,0
CES5948 de,ZBTJ,ZPDL,B5282,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,215,215,215,215,215,215,215,215,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,474,0
CSN8558 de,ZBTJ,ZGGG,B5291,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,474,0
CXA8313 de,ZBTJ,ZGGG,B5306,,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,416L,416R,416R,416R,416R,416R,416R,416R,416R,416R,416R,416R,416R,416R,416R,416R,416R,474,0
CXA8314 ar,ZGGG,ZBTJ,B5306,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,474,0
CXA8239 de,ZBTJ,ZLXY,B5306,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,409,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,416R,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,474,0
CXA8240 ar,ZLXY,ZBTJ,B5306,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,601,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,601,601,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,474,0
CSH9131 ar,ZSPD,ZBTJ,B5320,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,603,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,474,0
CSH9132 de,ZBTJ,ZSPD,B5320,,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,474,0
CXA8203 ar,ZYTL,ZBTJ,B5388,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,474,0
CXA8203 de,ZBTJ,ZLXN,B5388,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,415L,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,474,0
CXA8204 ar,ZLXN,ZBTJ,B5388,,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,474,0
CXA8204 de,ZBTJ,ZYTL,B5388,,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,474,0
CCA1641 de,ZBTJ,ZSFZ,B5391,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,413,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,415R,474,0
CCA1642 ar,ZSFZ,ZBTJ,B5391,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,606,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,603,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,474,0
CCA1669 de,ZBTJ,ZGHA,B5391,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,412,202,202,202,202,202,202,202,,,,,,414R,201,201,201,201,201,201,201,201,412,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,474,0
CSZ9141 ar,ZGGG,ZBTJ,B5413,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,604,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,474,0
CSZ9142 de,ZBTJ,ZGGG,B5413,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,415L,109,109,109,109,109,109,109,107,107,107,107,107,107,107,107,107,107,107,107,107,107,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,416L,474,0
CHH7304 de,ZBTJ,ZGSZ,B5418,,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,474,0
FZA6619 ar,ZSNT,ZBTJ,B5430,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,474,0
FZA6620 de,ZBTJ,ZSNT,B5430,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,415R,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,474,0
CCA1678 ar,ZGKL,ZBTJ,B5442,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,605,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,474,0
CCA1678 de,ZBTJ,ZYHB,B5442,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,414R,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,414L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,474,0
CSN3168 ar,ZHHH,ZBTJ,B5445,,217,217,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,474,0
CCA8276 ar,ZSWZ,ZBTJ,B5447,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,601,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,601,601,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,474,0
CCA1619 de,ZBTJ,ZGSD,B5447,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,474,0
CCA1620 ar,ZGSD,ZBTJ,B5447,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,601,203,203,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,474,0
CCA8275 de,ZBTJ,ZSWZ,B5447,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,413,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,416L,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,414R,474,0
CHH7202 ar,ZGGG,ZBTJ,B5481,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,206,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,474,0
CHH7201 de,ZBTJ,ZGGG,B5481,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,206,206,206,411,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,474,0
CHH7725 ar,ZGHA,ZBTJ,B5483,,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,209,209,209,209,209,209,209,209,209,209,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,474,0
CHH7725 de,ZBTJ,ZYHB,B5483,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,474,0
CHH7726 ar,ZYHB,ZBTJ,B5483,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,213,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,474,0
CHH7726 de,ZBTJ,ZGHA,B5483,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,415L,415L,415L,415L,415L,415L,416L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,474,0
CCA8290 ar,ZBHH,ZBTJ,B5485,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,474,0
CCA1481 de,ZBTJ,ZBYC,B5485,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,202,202,202,202,202,202,202,202,202,202,202,202,202,202,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,415R,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,474,0
CCA171 de,ZBTJ,RKSI,B5508,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,412,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,414L,474,0
CCA187 de,ZBTJ,RCSS,B5508,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,415L,474,0
CCA1672 ar,ZGSZ,ZBTJ,B5508,,108,108,108,108,108,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,474,0
CCA172 ar,RKSI,ZBTJ,B5508,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,203,203,203,203,203,203,203,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,474,0
CCA188 ar,RCSS,ZBTJ,B5508,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,603,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,602,603,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,474,0
CCA1402 ar,ZPPP,ZBTJ,B5509,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,474,0
CCA1245 de,ZBTJ,ZLLL,B5509,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,417R,474,0
CCA1246 ar,ZLLL,ZBTJ,B5509,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,606,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,474,0
