data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,delay
20170817,TGW188 ar,WSSS,ZBTJ,5400,27000,6600,27060,B788,60.0,SCOOTER,16L,105,9VOJA,
20170817,TGW187 de,ZBTJ,WSSS,33600,55200,34620,0,B788,60.0,SCOOTER,16R,101,9VOJA,
20170817,CCA8293 de,ZBTJ,ZWTL,33600,48000,34140,48000,B738,35.8,AirChina,16R,109,B1418,
20170817,CCA8294 ar,ZWTL,ZBTJ,67800,80400,67140,80460,B738,35.8,AirChina,16L,203,B1418,
20170817,OKA1420 ar,PGSN,ZBTJ,20400,40800,21660,40860,B739,34.3,OkayAirways,16L,222,B1420,
20170817,FZA6555 ar,ZSFZ,ZBTJ,65400,74400,66600,76440,B738,35.8,STRAITAIR,16L,213,B1435,
20170817,FZA6555 de,ZBTJ,ZYHB,78000,85200,80100,86460,B738,35.8,STRAITAIR,16L,213,B1435,
20170817,OKA2990 ar,RJTT,ZBTJ,10800,21600,16440,27000,B738,35.8,OkayAirways,16L,222,B1450,
20170817,OKA3035 de,ZBTJ,ZSNT,39000,45600,39540,45060,B738,35.8,OkayAirways,16R,222,B1450,
20170817,CDG4717 ar,ZSQD,ZBTJ,25200,30000,26100,30060,B738,35.8,shandongAirlines,16L,201,B1510,
20170817,CDG4717 de,ZBTJ,ZBHH,33600,39000,34440,38520,B738,35.8,shandongAirlines,16L,201,B1510,
20170817,CDG4718 ar,ZBHH,ZBTJ,42900,48000,45060,49380,B738,35.8,shandongAirlines,16L,203,B1510,
20170817,CDG4718 de,ZBTJ,ZSQD,51600,55800,55620,58440,B738,35.8,shandongAirlines,16L,203,B1510,
20170816,OKA2852 ar,ZLXY,ZBTJ,-4200,-82800,-1800,3600,B739,34.3,OkayAirways,16L,222,B1522,
20170817,OKA2823 de,ZBTJ,ZLXY,26400,32100,26460,31980,B738,35.8,OkayAirways,16R,223,B1522,
20170817,CCA8279 de,ZBTJ,ZBYN,46500,52200,48780,52080,B738,35.8,AirChina,16R,108,B1528,
20170817,CCA8280 ar,ZBYN,ZBTJ,75000,79500,74760,79560,B738,35.8,AirChina,16L,201,B1528,
20170817,CHH7167 ar,ZYTL,ZBTJ,26400,30900,26220,30960,B738,35.8,HainanAirlines,16L,210,B1547,
20170817,CHH7202 ar,ZGGG,ZBTJ,58200,69300,59160,69360,B738,35.8,HainanAirlines,16L,215,B1548,
20170817,CHH7201 de,ZBTJ,ZGGG,73200,84300,73800,82680,B738,35.8,HainanAirlines,16R,209,B1548,
20170817,OKA291A ar,ZSQD,ZBTJ,28800,32100,42720,45780,B739,34.3,OkayAirways,16L,224,B1581,
