data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,changing times,remote numbers,delay
20190201,CCA103,ZBTJ,VHHH,30600,43200,34260,45600,B738,35.8,AirChina,16R,109,B1526,,,
20190201,CCA104,VHHH,ZBTJ,46800,58200,51300,61680,B738,35.8,AirChina,16L,202,B1526,,,
20190201,CCA8289,ZBTJ,ZBHH,67500,72900,68280,72480,B738,35.8,AirChina,16R,117,B1526,,,
20190201,CCA749,ZBTJ,VTBS,73500,6000,74040,0,B738,35.8,AirChina,16R,108,B1528,,,
20190131,CCA8286,ZJQH,ZBTJ,-20700,-6900,-12000,240,B738,35.8,AirChina,16L,203,B1528,,,
20190201,CCA151,ZBTJ,ZYTL,32400,36000,33300,36120,B738,35.8,AirChina,16R,118,B1528,,,
20190201,CCA152,ZYTL,ZBTJ,64800,69300,66180,68760,B738,35.8,AirChina,16L,201,B1528,,,
20190201,CHH7233,ZLYA,ZBTJ,36900,41400,38340,42600,B738,35.8,HainanAirlines,16L,209,B1547,,,
20190201,CHH7234,ZBTJ,ZLYA,46200,51900,47220,52260,B738,35.8,HainanAirlines,16R,209,B1547,,,
20190201,CXA8164,ZBTJ,ZSAM,25800,35100,26880,35700,B738,35.8,XiamenAirlines,16R,230,B1550,,,
20190201,CUA2218,ZSSS,ZBTJ,74400,83400,74760,81060,B738,35.8,LIANHANG,16L,112,B1572,,,
20190201,EPA6299,ZSNT,ZBTJ,25200,31800,26220,32880,B738,35.8,DONGHAIAIR,16L,209,B1575,,,
20190201,EPA6300,ZBTJ,ZSNT,35400,42600,39840,45540,B738,35.8,DONGHAIAIR,16R,211,B1575,,,
20190201,OKA2851,ZBTJ,ZUUU,23700,34500,24300,34140,B739,34.3,OkayAirways,16R,224,B1581,,,
20190201,OKA2852,ZUUU,ZBTJ,38100,48300,39180,46740,B739,34.3,OkayAirways,16L,222,B1581,,,
20190201,OKA2997,ZBTJ,ZSJH,61500,68400,62880,68100,B739,34.3,OkayAirways,16R,223,B1581,,,
20190201,CSN8251,ZGSD,ZBTJ,27900,38700,27900,37440,B738,35.8,ChinaSouthernAirlines,16L,221,B1583,,,
20190201,CSN8252,ZBTJ,ZGSD,46800,58200,53880,65460,B738,35.8,ChinaSouthernAirlines,16R,221,B1583,,,
20190201,GCR7857,ZBTJ,ZLXY,25800,32700,27000,33120,A320,34.1,TianjinAirlines,16R,210,B1618,,,
20190201,GCR7858,ZLXY,ZBTJ,62100,68400,62640,67680,A320,34.1,TianjinAirlines,16L,215,B1618,,,
20190201,GCR7865,ZBTJ,ZJHK,72000,85200,72180,85140,A320,34.1,TianjinAirlines,16R,211,B1618,,,
20190201,EVA789,ZBTJ,RCKH,64800,76800,65640,0,A321,34.1,EVAAir,16R,103,B16208,,,
20190201,EVA790,RCKH,ZBTJ,47100,59700,46860,57720,A321,34.1,EVAAir,16L,106,B16208,,,
20190201,GCR6552,ZBDT,ZBTJ,50100,55200,50700,53940,A320,34.1,TianjinAirlines,16L,211,B1659,,,
20190201,GCR6551,ZBTJ,ZBDT,58800,63600,61320,64740,A320,34.1,TianjinAirlines,16R,209,B1659,,,
20190201,OKA2787,ZGGG,ZBTJ,24900,36000,25620,34680,B739,34.3,OkayAirways,16L,222,B1739,,,
20190201,OKA2727,ZBTJ,ZJSY,44100,58500,49200,63120,B739,34.3,OkayAirways,16R,222,B1739,,,
20190201,OKA2728,ZJSY,ZBTJ,63300,77400,67980,80340,B739,34.3,OkayAirways,16L,222,B1739,,,
20190131,CSH9069,ZSPD,ZBTJ,-8100,-86100,-6840,420,B738,35.8,ShanghaiAirlines,16L,218,B1740,,,
20190201,CSH9070,ZBTJ,ZSPD,27600,36000,28260,34500,B738,35.8,ShanghaiAirlines,16R,219,B1740,,,
20190201,CCA1656,ZSPD,ZBTJ,31200,40200,32400,39240,B738,35.8,AirChina,16L,203,B1762,,,
20190201,CCA1389,ZBTJ,ZJSY,44100,58200,47580,62280,B738,35.8,AirChina,16R,107,B1762,,,
20190201,CCA1390,ZJSY,ZBTJ,62100,76200,67620,79920,B738,35.8,AirChina,16L,202,B1762,,,
20190201,EPA6245,ZGCJ,ZBTJ,55500,64500,65280,74160,B738,35.8,DONGHAIAIR,16L,211,B1770,,,
20190201,EPA6246,ZBTJ,ZGCJ,68100,78600,78300,88200,B738,35.8,DONGHAIAIR,16R,210,B1770,,,
20190131,CES5751,ZPPP,ZBTJ,-9300,-84900,-8820,1080,B738,35.8,ChinaEasternAirlines,16L,215,B1788,,,
20190201,CES5752,ZBTJ,ZPPP,30900,44400,32700,45000,B738,35.8,ChinaEasternAirlines,16R,217,B1788,,,
20190201,LKE9631,ZUMY,ZBTJ,69600,78900,69480,77220,B738,35.8,LUCKYAIR,16L,214,B1798,,,
20190201,LKE9632,ZBTJ,ZUMY,82500,6000,82140,91200,B738,35.8,LUCKYAIR,16R,211,B1798,,,
20190201,CHH7497,ZYTL,ZBTJ,27900,32100,28140,31140,B738,35.8,HainanAirlines,16L,213,B1799,,,
20190201,CHH7498,ZBTJ,ZYTL,35700,39300,37260,40020,B738,35.8,HainanAirlines,16R,211,B1799,,,
20190201,DKH1136,ZYBS,ZBTJ,44100,51600,44400,50940,A321,34.1,ShanghaiJuneyaoAirlines,16L,111,B1808,,,
20190201,DKH1136,ZBTJ,ZSPD,55200,63000,55980,62280,A321,34.1,ShanghaiJuneyaoAirlines,16R,115,B1808,,,
20190201,GCR7583,ZLXY,ZBTJ,48000,54900,49800,55380,A320,34.1,TianjinAirlines,16L,213,B1849,,,
20190201,GCR7583,ZBTJ,ZYHB,59100,66600,60300,67020,A320,34.1,TianjinAirlines,16R,208,B1849,,,
20190201,GCR7584,ZYHB,ZBTJ,69600,77700,71280,77820,A320,34.1,TianjinAirlines,16L,209,B1849,,,
20190201,GCR7584,ZBTJ,ZLXY,81300,1800,82440,88680,A320,34.1,TianjinAirlines,16R,210,B1849,,,
20190201,GCR6565,ZHHH,ZBTJ,41700,49200,43200,50100,A320,34.1,TianjinAirlines,16L,211,B1850,,,
20190201,GCR6566,ZBTJ,ZHHH,53340,60300,54060,60720,A320,34.1,TianjinAirlines,16R,208,B1850,,,
20190201,GCR7852,ZSHC,ZBTJ,41700,49500,44700,52080,A320,34.1,TianjinAirlines,16L,213,B1851,,,
20190201,GCR7851,ZBTJ,ZSHC,54100,60300,58680,64140,A320,34.1,TianjinAirlines,16R,208,B1851,,,
20190201,CSC8045,ZPPP,ZBTJ,64500,76800,64500,74400,A320,34.1,SichuanAirlines,16L,110,B1885,,,
20190201,CSC8046,ZBTJ,ZPPP,80400,6900,83280,95040,A320,34.1,SichuanAirlines,16R,110,B1885,,,
20190201,FZA6555,ZYHB,ZBTJ,40200,48300,40500,47220,B738,35.8,STRAITAIR,16L,211,B1905,,,
20190201,FZA6555,ZBTJ,ZSFZ,51900,61500,52140,60720,B738,35.8,STRAITAIR,16R,206,B1905,,,
20190201,FZA6556,ZSFZ,ZBTJ,64500,74400,68040,77040,B738,35.8,STRAITAIR,16L,211,B1905,,,
20190201,FZA6556,ZBTJ,ZYHB,80000,85500,81060,87900,B738,35.8,STRAITAIR,16R,209,B1905,,,
20190201,CES5753,ZPPP,ZBTJ,48000,59700,49200,59160,B738,35.8,ChinaEasternAirlines,16L,215,B1907,,,
20190201,CES5754,ZBTJ,ZPPP,63900,77400,64980,77280,B738,35.8,ChinaEasternAirlines,16R,216,B1907,,,
20190201,CSN6655,ZSYW,ZBTJ,37200,45600,38520,45840,B738,35.8,ChinaSouthernAirlines,16L,221,B1917,,,
20190201,CSN6656,ZBTJ,ZSYW,49200,57600,53460,59820,B738,35.8,ChinaSouthernAirlines,16R,222,B1917,,,
20190201,CSZ9121,ZGSZ,ZBTJ,26700,38400,27900,37260,B738,35.8,ShenzhenAirlines,16L,202,B1936,,,
20190201,CSZ9122,ZBTJ,ZGSZ,43800,53400,46860,58380,B738,35.8,ShenzhenAirlines,16R,109,B1936,,,
20190201,OKA2883,ZLXY,ZBTJ,24000,30600,24480,29640,B738,35.8,OkayAirways,16L,222,B1962,,,
20190201,OKA2819,ZBTJ,ZGKL,34200,45000,37800,48360,B738,35.8,OkayAirways,16R,223,B1962,,,
20190201,OKA2820,ZGKL,ZBTJ,51300,60900,53760,63240,B738,35.8,OkayAirways,16L,223,B1962,,,
20190201,OKA2877,ZBTJ,ZSNB,64800,72300,67800,74220,B738,35.8,OkayAirways,16R,223,B1962,,,
20190201,CXA8365,ZBTJ,ZGSZ,31200,43800,35100,46440,B738,35.8,XiamenAirlines,16R,225,B1971,,,
20190201,CXA8366,ZGSZ,ZBTJ,48000,59100,51540,61800,B738,35.8,XiamenAirlines,16L,226,B1971,,,
20190201,CXA8379,ZBTJ,ZGSZ,63900,76500,68100,78720,B738,35.8,XiamenAirlines,16R,226,B1971,,,
20190201,CSN6350,ZJSY,ZBTJ,36300,49800,37020,49740,A321,34.1,ChinaSouthernAirlines,16L,220,B2287,,,
20190201,CSN6350,ZBTJ,ZYTL,54000,57600,55320,58080,A321,34.1,ChinaSouthernAirlines,16R,217,B2287,,,
20190201,CSN6499,ZYCC,ZBTJ,27600,34800,26820,33180,A319,34.09,ChinaSouthernAirlines,16L,221,B2295,,,
20190201,CSN6499,ZBTJ,ZUGY,38700,50700,40080,50940,A319,34.09,ChinaSouthernAirlines,16R,217,B2295,,,
20190201,CSN6500,ZUGY,ZBTJ,54300,63900,55080,64080,A319,34.09,ChinaSouthernAirlines,16L,220,B2295,,,
20190201,CSN6500,ZBTJ,ZYCC,67800,74400,68460,74460,A319,34.09,ChinaSouthernAirlines,16R,217,B2295,,,
20190201,CSN6349,ZYTL,ZBTJ,60900,65400,62220,64920,A321,34.1,ChinaSouthernAirlines,16L,221,B2417,,,
20190201,CSN6349,ZBTJ,ZJSY,71400,83400,69900,83640,A321,34.1,ChinaSouthernAirlines,16R,220,B2417,,,
20190201,YZR7402,ZBTJ,ZSPD,16500,23700,38940,45660,B744,64.4,YangtzeRiverExpress,16R,876,B2435,,,
20190201,CYZ9101,ZBTJ,ZSNJ,1500,6900,1500,6180,B734,28.9,ChinaPost,16R,876,B2525,,,
20190201,CTJ3805,ZBTJ,ZGGG,1200,13200,3480,14520,B734,28.9,TianjinAirCargo,16R,876,B2576,,,
20190201,CTJ3806,ZGGG,ZBTJ,17100,28200,19260,28500,B734,28.9,TianjinAirCargo,16L,897,B2576,,,
20190201,FEA108,ZBTJ,RCSS,53400,64800,59400,0,MD83,32.8,FarEastern,16R,101,B28007,,,
20190201,FEA107,RCSS,ZBTJ,39900,49800,43740,54480,MD83,32.8,FarEastern,16L,103,B28007,,,
20190201,CYZ9111,ZBTJ,ZLLL,36900,46200,37380,45720,B752,38.05,ChinaPost,16R,876,B2823,,,
20190201,CYZ9112,ZLLL,ZBTJ,77100,84900,77040,83280,B752,38.05,ChinaPost,16L,897,B2823,,,
20190201,CYZ9102,ZSNJ,ZBTJ,23400,29700,24660,30660,B752,38.05,ChinaPost,16L,897,B2831,,,
20190201,CSS6971,ZSHC,ZBTJ,13500,21300,14160,20880,B733,28.3,SHUNFENG,16L,897,B2988,,,
20190201,CBJ5195,ZJSY,ZBTJ,28200,42600,30240,43440,A321,34.1,BeijingCapitalAirlines,16L,213,B300E,,,
20190201,CBJ5196,ZBTJ,ZJSY,46200,61800,51600,65700,A321,34.1,BeijingCapitalAirlines,16R,415L,B300E,,,
20190201,GCR6514,ZSDY,ZBTJ,42900,45900,43320,45960,A320,34.1,TianjinAirlines,16L,212,B300S,,,
20190201,GCR7919,ZBTJ,ZYHB,69000,77100,69480,76200,A320,34.1,TianjinAirlines,16R,210,B300S,,,
20190131,GCR7860,ZHHH,ZBTJ,-5400,-84900,-1500,3960,A320,34.1,TianjinAirlines,16L,211,B302A,,,
20190201,GCR7859,ZBTJ,ZHHH,28800,36600,29940,36240,A320,34.1,TianjinAirlines,16R,211,B302A,,,
20190201,GCR7977,ZBTJ,RJBB,29400,38700,30060,0,A333,60.3,TianjinAirlines,16R,212,B302D,,,
20190201,GCR7990,RJTT,ZBTJ,4500,17700,5100,18600,A333,60.3,TianjinAirlines,16L,212,B302D,,,
20190201,GCR7978,RJBB,ZBTJ,43200,54900,44820,55740,A333,60.3,TianjinAirlines,16L,418,B302D,,,
20190201,GCR7853,ZBTJ,ZSHC,64800,72000,66600,72060,A333,60.3,TianjinAirlines,16R,414,B302D,,,
20190201,GCR7854,ZSHC,ZBTJ,76200,84000,77400,83760,A333,60.3,TianjinAirlines,16L,212,B302D,,,
20190201,GCR7979,ZBTJ,RJBB,47700,56700,47760,0,A321,34.1,TianjinAirlines,16R,210,B302X,,,
20190201,GCR6510,ZJSY,ZBTJ,26100,40200,26820,38880,A321,34.1,TianjinAirlines,16L,213,B302X,,,
20190201,GCR7980,RJBB,ZBTJ,61200,71400,61860,72000,A321,34.1,TianjinAirlines,16L,211,B302X,,,
20190201,GCR6509,ZBTJ,ZJSY,75900,3000,77160,91140,A321,34.1,TianjinAirlines,16R,211,B302X,,,
20190201,HXA2865,ZBTJ,ZSYW,21600,28800,21900,28140,A320,34.1,Chinaexpressair,16R,601,B304S,,,
20190201,HXA2866,ZSYW,ZBTJ,31500,39300,32760,39960,A320,34.1,Chinaexpressair,16L,602,B304S,,,
20190201,HXA4341,ZBTJ,ZBCZ,43200,48600,46140,50040,A320,34.1,Chinaexpressair,16R,603,B304S,,,
20190201,HXA4342,ZBCZ,ZBTJ,79800,84300,82800,86160,A320,34.1,Chinaexpressair,16L,602,B304S,,,
20190201,CBG8853,ZGCD,ZBTJ,34800,43500,35760,42960,A320,34.1,SPRAY,16L,115,B304X,,,
20190201,CBG8854,ZBTJ,ZGCD,47100,55800,54840,62580,A320,34.1,SPRAY,16R,113,B304X,,,
20190201,CSC8810,ZUCK,ZBTJ,30600,39300,31500,40980,A321,34.1,SichuanAirlines,16L,112,B305T,,,
20190201,CSC8571,ZBTJ,ZSQZ,55800,65700,59940,67980,A321,34.1,SichuanAirlines,16R,113,B305T,,,
20190201,CSC8572,ZSQZ,ZBTJ,68400,78300,71820,80100,A321,34.1,SichuanAirlines,16L,112,B305T,,,
20190201,B3098,ZBTJ,ZBAA,18300,20100,18780,20220,E35L,21.17,SRJET,16R,110,B3098,,,
20190201,GCR7815,ZBTJ,ZSQD,29700,33300,30900,34140,E190,28.72,TianjinAirlines,16R,210,B3100,,,
20190201,GCR7816,ZSQD,ZBTJ,57600,62400,62280,66000,E190,28.72,TianjinAirlines,16L,211,B3100,,,
20190201,GCR7843,ZBTJ,ZHCC,29700,36000,31440,36540,E190,28.72,TianjinAirlines,16R,211,B3120,,,
20190201,GCR7844,ZHCC,ZBTJ,63300,69300,63240,67500,E190,28.72,TianjinAirlines,16L,213,B3120,,,
20190201,GCR6657,ZBHH,ZBTJ,62400,67500,62100,66000,E190,28.72,TianjinAirlines,16L,213,B3121,,,
20190201,GCR6657,ZBTJ,ZYTL,71340,74700,71340,74160,E190,28.72,TianjinAirlines,16R,208,B3121,,,
20190201,GCR7830,ZBHH,ZBTJ,67500,72900,67680,71760,E190,28.72,TianjinAirlines,16L,206,B3128,,,
20190201,GCR6491,ZHNY,ZBTJ,75900,82200,77460,82440,E190,28.72,TianjinAirlines,16L,209,B3129,,,
20190201,HXA2742,ZLXY,ZBTJ,66000,72300,66300,71880,CRJ9,23.2,Chinaexpressair,16L,602,B3141,,,
20190201,HXA2741,ZBTJ,ZLXY,76500,84600,76620,83520,CRJ9,23.2,Chinaexpressair,16R,602,B3141,,,
20190201,GCR7915,ZBTJ,ZBCF,29700,34200,32520,36600,E190,28.72,TianjinAirlines,16R,210,B3152,,,
20190201,GCR7916,ZBCF,ZBTJ,54900,60000,57660,61560,E190,28.72,TianjinAirlines,16L,209,B3152,,,
20190201,GCR6492,ZBTJ,ZHNY,63000,69900,65400,71040,E190,28.72,TianjinAirlines,16R,205,B3152,,,
20190131,GCR7836,ZGHA,ZBTJ,-35100,-27000,-4980,2340,E190,28.72,TianjinAirlines,16L,213,B3168,,,
20190201,GCR7867,ZBTJ,ZSRZ,40200,45000,40440,44580,E190,28.72,TianjinAirlines,16R,209,B3168,,,
20190201,GCR7868,ZSRZ,ZBTJ,66000,71400,66540,70740,E190,28.72,TianjinAirlines,16L,213,B3168,,,
20190201,CBG8821,ZBTJ,ZUNC,33000,43800,34500,44040,E190,28.72,SPRAY,16R,114,B3172,,,
20190201,CBG8822,ZUNC,ZBTJ,46200,55200,47040,54300,E190,28.72,SPRAY,16L,116,B3172,,,
20190201,CBG8820,ZBTJ,ZHYC,59400,67800,60780,68220,E190,28.72,SPRAY,16R,114,B3172,,,
20190201,CBG8849,ZHCC,ZBTJ,45000,51000,46320,51120,E190,28.72,SPRAY,16L,110,B3175,,,
20190201,CBG8850,ZBTJ,ZHCC,54600,60900,57360,62460,E190,28.72,SPRAY,16R,110,B3175,,,
20190201,GCR6658,ZYTL,ZBTJ,28800,32700,29700,32820,E190,28.72,TianjinAirlines,16L,213,B3177,,,
20190201,GCR6658,ZBTJ,ZBHH,36000,41100,37560,41880,E190,28.72,TianjinAirlines,16R,210,B3177,,,
20190201,CBG8819,ZHYC,ZBTJ,76800,84900,76380,82680,E190,28.72,SPRAY,16L,112,B3185,,,
20190201,GCR7921,ZBTJ,ZSYT,39480,43200,41460,44100,E190,28.72,TianjinAirlines,16R,211,B3192,,,
20190201,GCR7922,ZSYT,ZBTJ,46200,50700,49980,52740,E190,28.72,TianjinAirlines,16L,214,B3192,,,
20190201,GCR7829,ZBTJ,ZBHH,57300,63000,59760,64680,E190,28.72,TianjinAirlines,16R,211,B3192,,,
20190201,GCR7581,ZLXY,ZBTJ,30600,36900,31740,37200,E190,28.72,TianjinAirlines,16L,211,B3195,,,
20190201,GCR7869,ZBTJ,ZSDY,42600,45000,41760,43860,E190,28.72,TianjinAirlines,16R,209,B3195,,,
20190201,GCR7870,ZSDY,ZBTJ,74400,77700,73680,75780,E190,28.72,TianjinAirlines,16L,214,B3195,,,
20190201,GCR7582,ZBXH,ZBTJ,51300,56100,51120,54420,E190,28.72,TianjinAirlines,16L,213,B3213,,,
20190201,GCR7582,ZBTJ,ZLXY,60600,68100,61800,68400,E190,28.72,TianjinAirlines,16R,205,B3213,,,
20190201,CGZ7121,ZUWX,ZBTJ,55800,63900,59100,66180,E190,28.72,COLORFUL,16L,110,B3240,,,
20190201,CGZ7122,ZBTJ,ZUWX,68100,77400,71160,80100,E190,28.72,COLORFUL,16R,112,B3240,,,
20190201,GCR7835,ZBTJ,ZGHA,38100,47700,39600,47760,E190,28.72,TianjinAirlines,16R,210,B3247,,,
20190201,GCR7836,ZGHA,ZBTJ,51300,59400,53040,61320,E190,28.72,TianjinAirlines,16L,213,B3247,,,
20190201,ICU839,VTBD,ZBTJ,21600,37200,21720,35580,G280,19.2,AisaMedical,16L,906,B3256,,,
20190201,GCR7805,ZBTJ,ZSNB,28800,36300,32820,39600,E190,28.72,TianjinAirlines,16R,208,B3263,,,
20190201,GCR7806,ZSNB,ZBTJ,39300,47400,44340,52620,E190,28.72,TianjinAirlines,16L,211,B3263,,,
20190131,GCR7846,ZSCN,ZBTJ,-12000,-3900,-4380,3120,E190,28.72,TianjinAirlines,16L,209,B3267,,,
20190201,GCR7879,ZBTJ,ZLQY,29100,36300,30240,36360,E190,28.72,TianjinAirlines,16R,206,B3267,,,
20190201,GCR7880,ZLQY,ZBTJ,54000,60600,54900,60180,E190,28.72,TianjinAirlines,16L,212,B3267,,,
20190201,GCR7849,ZBTJ,ZLXY,64200,72300,64620,71160,E190,28.72,TianjinAirlines,16R,211,B3267,,,
20190201,GCR7850,ZLXY,ZBTJ,76800,83700,76980,82080,E190,28.72,TianjinAirlines,16L,211,B3267,,,
20190131,HXA2748,ZBHH,ZBTJ,-3900,-85200,-3960,60,CRJ9,23.2,Chinaexpressair,16L,601,B3346,,,
20190201,HXA2841,ZBTJ,ZBOW,24900,30900,24960,29940,CRJ9,23.2,Chinaexpressair,16R,606,B3346,,,
20190201,HXA2911,ZBTJ,ZBZL,27000,35100,27840,35160,CRJ9,23.2,Chinaexpressair,16R,601,B3379,,,
20190201,HXA2912,ZBZL,ZBTJ,37500,45900,37200,44280,CRJ9,23.2,Chinaexpressair,16L,602,B3379,,,
20190201,HXA2871,ZBTJ,ZYCY,49800,53400,50040,53280,CRJ9,23.2,Chinaexpressair,16R,601,B3379,,,
20190201,HXA2872,ZYCY,ZBTJ,57300,61200,57300,60840,CRJ9,23.2,Chinaexpressair,16L,602,B3379,,,
20190201,HXA4323,ZBTJ,ZYQQ,64200,72000,64740,71340,CRJ9,23.2,Chinaexpressair,16R,601,B3379,,,
20190201,HXA4324,ZYQQ,ZBTJ,74400,82200,74280,81240,CRJ9,23.2,Chinaexpressair,16L,602,B3379,,,
20190201,HXA2747,ZBTJ,ZBHH,85200,3900,85380,89760,CRJ9,23.2,Chinaexpressair,16R,602,B3379,,,
20190201,JOY160Q,ZBOW,ZBTJ,39900,46800,50760,56460,MA60,29.2,Joyair,16L,501,B3453,,,
20190201,JOY1595,ZBTJ,ZSYT,37500,43200,60960,64680,MA60,29.2,Joyair,16R,501,B3453,,,
