data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,changing times,remote numbers,delay
20170817,TGW187,ZBTJ,WSSS,33600,55200,34620,0,B788,60.0,SCOOTER,16R,101,9VOJA,185.0,6.0,
20170817,TGW188,WSSS,ZBTJ,5400,27000,6600,26100,B788,60.0,SCOOTER,16L,105,9VOJA,,,
20170817,CCA8293,ZBTJ,ZWTL,33600,48000,34140,48000,B738,35.8,AirChina,16R,108,B1418,,,
20170817,CCA8294,ZWTL,ZBTJ,67800,80400,67140,79020,B738,35.8,AirChina,16L,201,B1418,,,
20170817,OKA1420,PGSN,ZBTJ,20400,40800,21660,40860,B739,34.3,OkayAirways,16L,222,B1420,,,
20170817,FZA6555,ZSFZ,ZBTJ,65400,74400,66600,76440,B738,35.8,STRAITAIR,16L,214,B1435,,,
20170817,FZA6555,ZBTJ,ZYHB,78000,85200,80100,86460,B738,35.8,STRAITAIR,16R,209,B1435,,,
20170817,OKA2990,RJTT,ZBTJ,10800,21600,16440,27000,B738,35.8,OkayAirways,16L,222,B1450,,,
20170817,OKA3035,ZBTJ,ZSNT,39000,45600,39540,45060,B738,35.8,OkayAirways,16R,223,B1450,,,
20170817,CDG4717,ZSQD,ZBTJ,25200,30000,26100,29460,B738,35.8,shandongAirlines,16L,201,B1510,,,
20170817,CDG4717,ZBTJ,ZBHH,33600,39000,34440,38520,B738,35.8,shandongAirlines,16R,107,B1510,,,
20170817,CDG4718,ZBHH,ZBTJ,42900,48000,45060,49380,B738,35.8,shandongAirlines,16L,203,B1510,,,
20170817,CDG4718,ZBTJ,ZSQD,51600,55800,55620,58440,B738,35.8,shandongAirlines,16R,108,B1510,,,
20170816,OKA2852,ZLXY,ZBTJ,-4200,-82800,-1800,3600,B739,34.3,OkayAirways,16L,222,B1522,,,
20170817,OKA2823,ZBTJ,ZLXY,26400,32100,25860,31980,B738,35.8,OkayAirways,16R,223,B1522,,,
20170817,CCA8279,ZBTJ,ZBYN,46500,52200,48780,52080,B738,35.8,AirChina,16R,107,B1528,,,
20170817,CCA8280,ZBYN,ZBTJ,75000,79500,74760,77760,B738,35.8,AirChina,16L,201,B1528,,,
20170817,CHH7167,ZYTL,ZBTJ,26400,30900,26220,28980,B738,35.8,HainanAirlines,16L,213,B1547,,,
20170817,CHH7202,ZGGG,ZBTJ,58200,69300,59160,68460,B738,35.8,HainanAirlines,16L,213,B1548,,,
20170817,CHH7201,ZBTJ,ZGGG,73200,84300,73800,82680,B738,35.8,HainanAirlines,16R,211,B1548,,,
20170817,OKA291A,ZSQD,ZBTJ,28800,32100,42720,45780,B739,34.3,OkayAirways,16L,223,B1581,,,
20170817,OKA2709,ZBTJ,ZSFZ,39300,48600,52080,60960,B738,35.8,OkayAirways,16R,223,B1581,,,
20170817,OKA2710,ZSFZ,ZBTJ,55800,64800,65040,75300,B738,35.8,OkayAirways,16L,222,B1581,,,
20170817,LKE972R,ZBTJ,ZUMY,46800,54000,51120,59340,B738,35.8,LUCKYAIR,16R,211,B1586,,,
20170817,QDA9853,ZSQD,ZBTJ,24600,29700,25860,31200,A320,34.1,SKYLEGEND,16L,111,B1617,,,
20170817,QDA9853,ZBTJ,ZBLA,36000,45300,36540,44400,A320,34.1,SKYLEGEND,16R,115,B1617,,,
20170817,QDA9854,ZBLA,ZBTJ,58200,67500,58020,67200,A320,34.1,SKYLEGEND,16L,116,B1617,,,
20170817,QDA9854,ZBTJ,ZSQD,75000,79500,75300,78240,A320,34.1,SKYLEGEND,16R,111,B1617,,,
20170817,DKH1135,ZSPD,ZBTJ,51300,59700,60480,66660,A321,34.1,ShanghaiJuneyaoAirlines,16L,110,B1646,,,
20170817,DKH1135,ZBTJ,ZYBS,64200,69600,71100,77700,A321,34.1,ShanghaiJuneyaoAirlines,16R,115,B1646,,,
20170817,GCR7583,ZLXY,ZBTJ,24600,31200,25140,31200,A320,34.1,TianjinAirlines,16L,211,B1659,,,
20170817,GCR7583,ZBTJ,ZYHB,35400,42000,35220,41760,A320,34.1,TianjinAirlines,16R,211,B1659,,,
20170817,GCR7584,ZYHB,ZBTJ,45000,52800,45840,52260,A320,34.1,TianjinAirlines,16L,211,B1659,,,
20170817,GCR7584,ZBTJ,ZLXY,56700,63600,63300,69180,A320,34.1,TianjinAirlines,16R,210,B1659,,,
20170817,CCA8225,ZHHH,ZBTJ,29700,36600,29700,35220,A320,34.1,AirChina,16L,118,B1687,,,
20170817,CCA8225,ZBTJ,ZYDQ,40200,46500,40020,46560,A320,34.1,AirChina,16R,107,B1687,,,
20170817,CCA8226,ZYDQ,ZBTJ,50100,57000,50640,56880,A320,34.1,AirChina,16L,201,B1687,,,
20170817,CCA8226,ZBTJ,ZHHH,62100,69600,63000,68520,A320,34.1,AirChina,16R,108,B1687,,,
20170817,GCR7578,ZYCC,ZBTJ,61200,67200,63240,70020,A320,34.1,TianjinAirlines,16L,214,B1692,,,
20170817,GCR7578,ZBTJ,ZWWW,71700,600,75660,90180,A320,34.1,TianjinAirlines,16R,205,B1692,,,
20170817,CSN8558,ZBTJ,ZGGG,23700,35700,24480,34080,B737,35.8,ChinaSouthernAirlines,16R,218,B1700,,,
20170817,EPA6283,ZLLL,ZBTJ,45600,54600,45720,52500,B738,35.8,DONGHAIAIR,16L,213,B1705,,,
20170817,EPA6284,ZBTJ,ZLLL,58800,67500,69600,76920,B738,35.8,DONGHAIAIR,16R,209,B1705,,,
20170817,CSZ9121,ZGSZ,ZBTJ,25200,36300,26040,35580,B739,34.3,ShenzhenAirlines,16L,109,B1713,,,
20170817,JYH1056,ZBTJ,ZGGG,44100,54900,47220,57000,B738,35.8,TRANSJADE,16R,113,B1715,,,
20170817,JYH1055,ZGGG,ZBTJ,23100,35100,24480,33300,B738,35.8,TRANSJADE,16L,112,B1716,,,
20170817,CSN3133,ZGGG,ZBTJ,30300,41400,31320,40260,B738,35.8,ChinaSouthernAirlines,16L,220,B1737,,,
20170817,CCA167R,ZBTJ,ZYHB,21600,28800,20880,26700,B738,35.8,AirChina,16R,107,B1762,,,
20170817,CCA1677,ZYHB,ZBTJ,28200,36300,33000,39300,B738,35.8,AirChina,16L,202,B1762,,,
20170817,CCA1677,ZBTJ,ZGKL,41700,50400,45060,54780,B738,35.8,AirChina,16R,108,B1762,,,
20170817,CCA1678,ZGKL,ZBTJ,53700,63900,58500,67080,B738,35.8,AirChina,16L,201,B1762,,,
20170817,CCA1678,ZBTJ,ZYHB,69000,76200,72480,80100,B738,35.8,AirChina,16R,107,B1762,,,
20170817,CHH7726,ZYHB,ZBTJ,59100,66600,60660,67200,B738,35.8,HainanAirlines,16L,214,B1786,,,
20170817,CHH7726,ZBTJ,ZGHA,70200,79200,71760,78780,B738,35.8,HainanAirlines,16R,206,B1786,,,
20170817,CHH7168,ZBTJ,ZYTL,36900,40500,37200,39900,B738,35.8,HainanAirlines,16R,209,B1797,,,
20170817,CSC881T,ZBTJ,ZSHC,30000,34800,29640,35640,A320,34.1,SichuanAirlines,16R,113,B1818,,,
20170817,CSN6579,ZYTL,ZBTJ,27000,30600,26940,29700,A320,34.1,ChinaSouthernAirlines,16L,220,B1829,,,
20170817,CSN6579,ZBTJ,ZUCK,34200,44100,41700,49800,A320,34.1,ChinaSouthernAirlines,16R,217,B1829,,,
20170816,GCR7876,ZLXY,ZBTJ,-3000,-84000,-1500,4080,A320,34.1,TianjinAirlines,16L,213,B1850,,,
20170817,GCR7815,ZBTJ,ZSQD,27900,32100,28320,31680,A320,34.1,TianjinAirlines,16R,211,B1850,,,
20170817,GCR7816,ZSQD,ZBTJ,55500,60300,72900,76080,A320,34.1,TianjinAirlines,16L,206,B1850,,,
20170817,GCR7887,ZBTJ,ZUUU,70500,79500,80580,88560,A332,60.3,TianjinAirlines,16R,415,B1850,,,
20170817,GCR7896,ZUCK,ZBTJ,32400,41400,33120,40920,A320,34.1,TianjinAirlines,16L,213,B1851,,,
20170817,GCR7901,ZBTJ,ZLXY,48900,55800,56220,62280,A332,60.3,TianjinAirlines,16R,414,B1851,,,
20170817,CES2083,ZSPD,ZBTJ,35700,44400,40740,47580,A320,34.1,ChinaEasternAirlines,16L,217,B1865,,,
20170817,CES2083,ZBTJ,ZBCF,50400,55800,51360,54540,A320,34.1,ChinaEasternAirlines,16R,216,B1865,,,
20170817,CES2084,ZBCF,ZBTJ,59700,64800,59640,62760,A320,34.1,ChinaEasternAirlines,16L,219,B1865,,,
20170817,CES2084,ZBTJ,ZSPD,68400,81060,74880,81300,A320,34.1,ChinaEasternAirlines,16R,218,B1865,,,
20170817,CQH869X,ZBTJ,ZYTX,37800,40500,41580,45540,A320,34.1,ShanghaiSpringAirlines,16R,110,B1896,,,
20170817,FZA6556,ZYHB,ZBTJ,41700,49500,42360,48960,B738,35.8,STRAITAIR,16L,206,B1906,,,
20170817,FZA6556,ZBTJ,ZSFZ,53100,62400,61080,70020,B738,35.8,STRAITAIR,16R,211,B1906,,,
20170817,CSN6655,ZSYW,ZBTJ,36900,45300,39720,46320,B738,35.8,ChinaSouthernAirlines,16L,221,B1920,,,
20170817,CSN6656,ZBTJ,ZSYW,48900,57000,57480,64020,B738,35.8,ChinaSouthernAirlines,16R,218,B1920,,,
20170817,OKA2862,ZGHA,ZBTJ,62700,70800,63000,70200,B738,35.8,OkayAirways,16L,223,B1963,,,
20170817,OKA2707,ZBTJ,ZYTL,75900,80100,76560,79140,B739,34.3,OkayAirways,16R,224,B1963,,,
20170817,CXA868,ZSAM,ZBTJ,54600,64500,59460,68640,B738,35.8,XiamenAirlines,16L,228,B1969,,,
20170817,CXA8126,ZBTJ,ZSAM,74100,84000,75540,83400,B738,35.8,XiamenAirlines,16R,225,B1969,,,
20170817,CDG8709,ZBTJ,ZLIC,40500,48300,41400,48420,B738,35.8,shandongAirlines,16R,107,B1987,,,
20170817,CDG8710,ZLIC,ZBTJ,64800,72900,64800,70920,B738,35.8,shandongAirlines,16L,202,B1987,,,
20170817,CDG4802,ZBTJ,ZSAM,76500,86100,79980,88260,B738,35.8,shandongAirlines,16R,108,B1987,,,
20170817,CKK214,EKCH,ZBTJ,64800,8700,12480,43320,B77L,64.8,ChinaCargoAirlines,16L,897,B2083,,,
20170817,CAO1070,KJFK,ZBTJ,1500,55200,85740,47820,B77L,64.8,AirChinaInternationalCorporation,16L,105,B2094,,,
20170817,CAO1070,ZBTJ,ZSPD,80700,1800,86040,92040,B77L,64.8,AirChinaInternationalCorporation,16R,101,B2094,,,
20170817,CSN6333,ZBTJ,ZYTL,52500,59700,57000,60000,A320,34.1,ChinaSouthernAirlines,16R,222,B2350,,,
20170816,CCA1771,ZSHC,ZBTJ,-27600,-19800,4020,9720,A319,34.09,AirChina,16L,201,B2404,,,
20170817,CSN6126,ZBTJ,ZYTL,49800,58980,56400,59340,A321,34.1,ChinaSouthernAirlines,16R,217,B2417,,,
20170817,LHA4015,ZSNT,ZBTJ,9600,15600,10500,15960,B733,28.3,LonghaoAirlines,16L,897,B2572,,,
20170817,LHA4016,ZBTJ,ZSNT,18600,24900,20040,25320,B733,28.3,LonghaoAirlines,16R,875,B2572,,,
20170817,CYZ9101,ZBTJ,ZSNJ,1500,7800,16260,0,B733,28.3,ChinaPost,16R,875,B2882,,,
20170817,YZR7943,ZBTJ,ZGSZ,3600,15600,17340,0,B733,28.3,YangtzeRiverExpress,16R,876,B2885,,,
20170817,YZR7944,ZSNB,ZBTJ,16500,24300,45240,52380,B733,28.3,YangtzeRiverExpress,16L,897,B2885,,,
20170817,CYZ9102,ZSNJ,ZBTJ,22200,28500,23400,28260,B734,28.9,ChinaPost,16L,897,B2892,,,
20170817,CYZ9111,ZBTJ,ZLLL,31500,40500,31920,39480,B734,28.9,ChinaPost,16R,876,B2892,,,
20170817,CYZ9112,ZLLL,ZBTJ,76200,84900,77160,83400,B734,28.9,ChinaPost,16L,897,B2892,,,
20170817,CSS6863,ZBTJ,ZSHC,13800,21000,14880,0,B752,38.05,SHUNFENG,16R,875,B2899,,,
20170817,CSS6863,ZYTX,ZBTJ,4500,10200,4980,8820,B752,38.05,SHUNFENG,16L,912,B2899,,,
20170817,GCR7911,ZBTJ,ZBCF,29700,34800,29880,33600,E145,20.04,TianjinAirlines,16R,211,B3092,,,
20170817,GCR7912,ZBCF,ZBTJ,38100,42600,39780,43200,E145,20.04,TianjinAirlines,16L,211,B3092,,,
20170817,GCR7849,ZBTJ,ZYCY,59100,62700,69420,72600,E145,20.04,TianjinAirlines,16R,208,B3092,,,
20170817,GCR7850,ZYCY,ZBTJ,70800,75600,75300,78840,E145,20.04,TianjinAirlines,16L,214,B3092,,,
20170816,GCR7860,ZHHH,ZBTJ,-4500,-84000,300,6960,A320,34.1,TianjinAirlines,16L,213,B3100,,,
20170817,GCR7889,ZBTJ,ZSAM,33900,43500,35040,44400,A332,60.3,TianjinAirlines,16R,414,B3100,,,
20170817,CGZ7137,ZUTR,ZBTJ,55800,65700,59400,68100,E190,28.72,COLORFUL,16L,110,B3115,,,
20170817,CGZ7138,ZBTJ,ZUTR,69600,80100,71820,79560,E190,28.72,COLORFUL,16R,114,B3115,,,
20170816,GCR7854,ZSHC,ZBTJ,-26100,-18600,2220,8160,E190,28.72,TianjinAirlines,16L,211,B3117,,,
20170817,GCR7929,ZBTJ,ZLXY,27000,34200,26640,32940,E190,28.72,TianjinAirlines,16R,209,B3117,,,
20170817,GCR7930,ZLXY,ZBTJ,62100,69000,62280,67920,E190,28.72,TianjinAirlines,16L,212,B3117,,,
20170816,GCR7852,ZSHC,ZBTJ,-11400,-3300,7620,13680,E190,28.72,TianjinAirlines,16L,213,B3119,,,
20170817,GCR7859,ZBTJ,ZHHH,30000,37200,30600,36660,A320,34.1,TianjinAirlines,16R,209,B3119,,,
20170817,GCR7927,ZBTJ,ZBHH,29400,34500,33840,37680,E190,28.72,TianjinAirlines,16R,211,B3121,,,
20170817,GCR7928,ZBHH,ZBTJ,50700,56100,52500,56520,E190,28.72,TianjinAirlines,16L,213,B3121,,,
20170817,GCR7851,ZBTJ,ZSHC,64200,71100,67320,73320,E190,28.72,TianjinAirlines,16R,205,B3121,,,
20170817,GCR6657,ZBHH,ZBTJ,64800,69900,69300,74700,E190,28.72,TianjinAirlines,16L,214,B3123,,,
20170817,GCR6657,ZBTJ,ZYTL,73200,77100,78480,81000,E190,28.72,TianjinAirlines,16R,208,B3123,,,
20170817,HXA2670,ZLGY,ZBTJ,43500,49800,45000,51600,CRJ9,23.2,Chinaexpressair,16L,601,B3142,,,
20170817,HXA2925,ZBTJ,ZYTL,53400,57300,60480,63300,CRJ9,23.2,Chinaexpressair,16R,602,B3142,,,
20170817,GCR6433,ZYTL,ZBTJ,63600,67500,64140,67260,E190,28.72,TianjinAirlines,16L,211,B3155,,,
20170817,GCR6434,ZBTJ,ZYTL,71100,74700,71880,74880,E190,28.72,TianjinAirlines,16R,208,B3155,,,
20170817,GCR7581,ZLXY,ZBTJ,49500,56400,59640,64980,E190,28.72,TianjinAirlines,16L,213,B3163,,,
20170817,GCR7581,ZBTJ,ZBXH,60000,65700,70320,74400,E190,28.72,TianjinAirlines,16R,206,B3163,,,
20170817,CBG8823,ZUKJ,ZBTJ,35400,45600,36180,46140,E190,28.72,SPRAY,16L,112,B3165,,,
20170817,CBG8824,ZBTJ,ZUKJ,49560,61200,55260,65700,E190,28.72,SPRAY,16R,116,B3165,,,
20170817,GCR7841,ZBTJ,ZHCC,33000,38400,33720,38400,E190,28.72,TianjinAirlines,16R,210,B3168,,,
20170817,GCR7842,ZHCC,ZBTJ,65400,70500,70920,75480,E190,28.72,TianjinAirlines,16L,211,B3168,,,
20170817,GCR7821,ZBTJ,ZYTL,33900,37800,34020,36720,E190,28.72,TianjinAirlines,16R,208,B3169,,,
20170817,GCR7822,ZYTL,ZBTJ,40800,44700,49200,51900,E190,28.72,TianjinAirlines,16L,214,B3169,,,
20170817,GCR7813,ZBTJ,ZYTL,51600,55200,59700,62520,A320,34.1,TianjinAirlines,16R,209,B3169,,,
20170817,GCR7869,ZBTJ,ZHHH,36600,44100,39360,45420,E190,28.72,TianjinAirlines,16R,211,B3170,,,
20170817,GCR6658,ZBTJ,ZBHH,76500,80900,78360,82500,E190,28.72,TianjinAirlines,16R,205,B3170,,,
20170817,GCR7870,ZHHH,ZBTJ,63900,70500,66600,73200,E190,28.72,TianjinAirlines,16L,213,B3170,,,
20170817,GCR7828,ZBDS,ZBTJ,55500,61800,56640,61860,E190,28.72,TianjinAirlines,16L,209,B3171,,,
20170817,GCR7917,ZBTJ,ZBLA,65400,74400,66720,74880,E190,28.72,TianjinAirlines,16R,211,B3171,,,
20170817,GCR758X,ZBTJ,ZLXY,39600,46500,46320,52920,E190,28.72,TianjinAirlines,16R,208,B3181,,,
20170817,CBG8819,ZHYC,ZBTJ,56400,63600,56280,62880,A320,34.1,SPRAY,16L,112,B3186,,,
20170817,CBG8820,ZBTJ,ZHYC,67800,75600,68760,75060,A320,34.1,SPRAY,16R,115,B3186,,,
20170817,GCR7907,ZBTJ,ZBOW,29100,35400,29760,34200,A320,34.1,TianjinAirlines,16R,205,B3189,,,
20170817,GCR7908,ZBOW,ZBTJ,37800,43200,37560,42000,A320,34.1,TianjinAirlines,16L,214,B3189,,,
20170817,GCR7867,ZBTJ,ZSRZ,47100,51000,51720,55380,E190,28.72,TianjinAirlines,16R,208,B3189,,,
20170817,GCR7868,ZSRZ,ZBTJ,71100,75900,74100,77640,E190,28.72,TianjinAirlines,16L,213,B3189,,,
20170817,GCR7921,ZBTJ,ZSYT,26400,30900,32760,35520,E190,28.72,TianjinAirlines,16R,209,B3191,,,
20170817,GCR7922,ZSYT,ZBTJ,35700,39600,39720,42840,E190,28.72,TianjinAirlines,16L,206,B3191,,,
20170817,GCR7909,ZBTJ,ZYQQ,45800,39600,47400,54420,E190,28.72,TianjinAirlines,16R,210,B3191,,,
20170817,GCR7910,ZYQQ,ZBTJ,54300,62100,57180,63780,E190,28.72,TianjinAirlines,16L,213,B3191,,,
20170817,GCR7582,ZBTJ,ZLXY,77100,84000,84840,90900,E190,28.72,TianjinAirlines,16R,210,B3191,,,
20170817,CBG8851,ZHNY,ZBTJ,47100,53100,48300,53700,E190,28.72,SPRAY,16L,110,B3215,,,
20170817,CBG8852,ZBTJ,ZHNY,57000,63300,66300,71400,E190,28.72,SPRAY,16R,110,B3215,,,
20170817,CGZ712X,ZBTJ,ZUWX,32400,41400,34260,43020,E190,28.72,COLORFUL,16R,110,B3225,,,
20170816,GCR7918,ZBLA,ZBTJ,-9300,-600,-1020,6000,E190,28.72,TianjinAirlines,16L,213,B3232,,,
20170817,GCR7883,ZBTJ,ZSSS,30900,36300,30000,36120,E190,28.72,TianjinAirlines,16R,210,B3232,,,
20170817,GCR7884,ZSSS,ZBTJ,40200,48600,42720,49200,E190,28.72,TianjinAirlines,16L,214,B3232,,,
20170817,GCR7827,ZBTJ,ZBDS,65100,71400,67020,71700,E190,28.72,TianjinAirlines,16R,210,B3232,,,
20170816,HXA2924,ZYBA,ZBTJ,-21600,-14700,-4800,720,CRJ9,23.2,Chinaexpressair,16L,602,B3252,,,
20170817,HXA290X,ZBTJ,ZBUC,36000,40800,36900,40320,CRJ9,23.2,Chinaexpressair,16R,602,B3252,,,
20170817,HXA2843,ZBLL,ZBTJ,67200,71400,67200,71220,CRJ9,23.2,Chinaexpressair,16L,602,B3361,,,
20170817,HXA2844,ZBTJ,ZBLL,74700,79200,76140,80100,CRJ9,23.2,Chinaexpressair,16R,602,B3361,,,
20170816,HXA2655,ZBZJ,ZBTJ,-6900,-3300,3540,6660,CRJ9,23.2,Chinaexpressair,16L,601,B3362,,,
20170817,HXA2905,ZBTJ,ZLTS,25500,34800,26220,33480,CRJ9,23.2,Chinaexpressair,16R,602,B3362,,,
20170817,HXA2906,ZLTS,ZBTJ,38700,46800,38340,45480,CRJ9,23.2,Chinaexpressair,16L,602,B3362,,,
20170817,HXA2669,ZBTJ,ZLGY,57900,65400,68460,74820,CRJ9,23.2,Chinaexpressair,16R,602,B3362,,,
20170817,HXA2841,ZBOW,ZBTJ,73200,78600,78900,83760,CRJ9,23.2,Chinaexpressair,16L,601,B3366,,,
20170816,HXA2841,ZBOW,ZBTJ,-13200,-7800,240,4620,CRJ9,23.2,Chinaexpressair,16L,601,B3377,,,
20170817,HXA2820,ZBES,ZBTJ,47700,55500,47520,54240,CRJ9,23.2,Chinaexpressair,16L,601,B3378,,,
20170817,HXA2819,ZBTJ,ZBES,61500,69300,62340,68220,CRJ9,23.2,Chinaexpressair,16R,602,B3378,,,
20170817,JOY1610,ZBTJ,ZBOW,25500,33900,26400,32880,MA60,29.2,Joyair,16R,501,B3710,,,
