data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,changing times,remote numbers,delay
20180929,MXD688,WBKK,ZBTJ,68100,300,67560,84960,B738,35.8,MalindoAir,16L,103,9MLNC,168.0,5.0,
20180929,TGW139,ZBTJ,WSSS,33600,55200,40620,0,B789,60.0,SCOOTER,16R,101,9VOJC,,,
20180929,TGW138,WSSS,ZBTJ,5700,27000,7560,27780,B789,60.0,SCOOTER,16L,105,9VOJC,,,
20180929,CBJ5717,ZGGG,ZBTJ,23700,34500,25800,35100,A321,34.1,BeijingCapitalAirlines,16L,214,B1013,,,
20180929,CBJ5196,ZBTJ,ZJSY,38400,51600,43140,56100,A321,34.1,BeijingCapitalAirlines,16R,210,B1013,,,
20180929,CBJ5195,ZJSY,ZBTJ,61800,75300,62520,75480,A321,34.1,BeijingCapitalAirlines,16L,209,B1013,,,
20180929,CBJ5718,ZBTJ,ZGGG,78900,89700,85800,95760,A321,34.1,BeijingCapitalAirlines,16R,209,B1013,,,
20180928,CGH1029,ZGKL,ZBTJ,-16800,-6600,-7800,780,A320,34.1,GuizhouAirlines,16L,110,B1032,,,
20180929,CSC306,UNNT,ZBTJ,30600,45000,33540,48600,A321,34.1,SichuanAirlines,16L,110,B1055,,,
20180929,CES5643,ZSSS,ZBTJ,41100,49200,41520,48180,A320,34.1,ChinaEasternAirlines,16L,215,B1076,,,
20180929,CES5643,ZBTJ,ZBUL,53700,61200,54660,61080,A320,34.1,ChinaEasternAirlines,16R,218,B1076,,,
20180929,CES5644,ZBUL,ZBTJ,64800,72000,65460,72120,A320,34.1,ChinaEasternAirlines,16L,215,B1076,,,
20180929,CES5644,ZBTJ,ZSSS,76200,83400,79380,86100,A320,34.1,ChinaEasternAirlines,16R,219,B1076,,,
20180928,CSN1155,PGSN,ZBTJ,-16200,3000,-17100,2460,B738,35.8,ChinaSouthernAirlines,16L,220,B1155,,,
20180928,CCA1320,ZGSZ,ZBTJ,-17400,-6300,-2220,6780,B737,35.8,AirChina,16L,202,B1218,,,
20180929,CCA8291,ZBTJ,ZLIC,31800,39900,33240,40440,B738,35.8,AirChina,16R,117,B1218,,,
20180929,CCA8292,ZLIC,ZBTJ,42900,50700,44220,50340,B738,35.8,AirChina,16L,202,B1218,,,
20180929,CCA1401,ZBTJ,ZPPP,56400,69300,56820,68400,B738,35.8,AirChina,16R,109,B1218,,,
20180929,CCA1402,ZPPP,ZBTJ,73200,84900,73320,83280,B738,35.8,AirChina,16L,202,B1218,,,
20180929,CCA1533,ZBTJ,ZSSS,28800,35700,30180,36240,B738,35.8,AirChina,16R,109,B1219,,,
20180929,CCA1534,ZSSS,ZBTJ,39300,47400,40140,47160,B738,35.8,AirChina,16L,201,B1219,,,
20180929,CCA1387,ZBTJ,ZGGG,53400,64800,55620,65820,B738,35.8,AirChina,16R,108,B1219,,,
20180929,CCA1388,ZGGG,ZBTJ,69000,80700,71280,80460,B738,35.8,AirChina,16L,202,B1219,,,
20180929,OKA2990,RJTT,ZBTJ,10800,20700,9120,21120,B739,34.3,OkayAirways,16L,222,B1291,,,
20180929,OKA2851,ZBTJ,ZUUU,42300,53100,43560,53280,B739,34.3,OkayAirways,16R,224,B1291,,,
20180929,OKA2852,ZUUU,ZBTJ,57300,66300,58500,66600,B739,34.3,OkayAirways,16L,222,B1291,,,
20180929,OKA2788,ZBTJ,ZGGG,78300,89700,83040,93240,B739,34.3,OkayAirways,16R,224,B1291,,,
20180929,CSN3301,ZGGG,ZBTJ,38700,50400,40200,51000,B738,35.8,ChinaSouthernAirlines,16L,221,B1298,,,
20180929,CSN3302,ZBTJ,ZGGG,54000,65100,61800,71820,B738,35.8,ChinaSouthernAirlines,16R,217,B1298,,,
20180929,CUA2217,ZBTJ,ZSSS,24600,32400,27300,33120,B738,35.8,LIANHANG,16R,110,B1311,,,
20180929,CSH9115,ZSSS,ZBTJ,36300,44100,37380,44340,B738,35.8,ShanghaiAirlines,16L,218,B1335,,,
20180929,CSH9116,ZBTJ,ZSSS,48780,55800,49620,56160,B738,35.8,ShanghaiAirlines,16R,219,B1335,,,
20180929,CDG4717,ZSQD,ZBTJ,25200,30000,25800,28920,B738,35.8,shandongAirlines,16L,201,B1358,,,
20180929,CDG4717,ZBTJ,ZBHH,33600,39000,34560,39240,B738,35.8,shandongAirlines,16R,108,B1358,,,
20180929,CDG4718,ZBHH,ZBTJ,42900,48000,43260,47340,B738,35.8,shandongAirlines,16L,118,B1358,,,
20180929,CDG4718,ZBTJ,ZSQD,51900,55800,51660,54540,B738,35.8,shandongAirlines,16R,109,B1358,,,
20180929,CXA8139,ZBTJ,ZSAM,26700,36600,31020,39960,B738,35.8,XiamenAirlines,16R,226,B1369,,,
20180929,CSH9147,ZSSS,ZBTJ,29700,37500,31140,37860,B38M,35.9,ShanghaiAirlines,16L,219,B1381,,,
20180929,CSH9148,ZBTJ,ZSSS,41700,49800,44340,50340,B38M,35.9,ShanghaiAirlines,16R,218,B1381,,,
20180929,CCA1317,ZBTJ,ZGGG,27600,39000,29160,39120,B738,35.8,AirChina,16R,203,B1418,,,
20180929,CCA1318,ZGGG,ZBTJ,42900,54600,44880,54240,B738,35.8,AirChina,16L,201,B1418,,,
20180929,CCA8353,ZBTJ,ZYCC,58200,64800,58920,64500,B738,35.8,AirChina,16R,108,B1418,,,
20180929,CCA8354,ZYCC,ZBTJ,68400,75600,68760,75000,B738,35.8,AirChina,16L,117,B1418,,,
20180929,OKA2819,ZBTJ,ZGKL,28200,38100,31500,40380,B38M,35.9,OkayAirways,16R,223,B1485,,,
20180929,OKA2820,ZGKL,ZBTJ,41700,51600,44400,53460,B38M,35.9,OkayAirways,16L,223,B1485,,,
20180929,OKA2825,ZBTJ,ZSHC,68400,75300,68700,74340,B38M,35.9,OkayAirways,16R,224,B1485,,,
20180929,CHH7497,ZYTL,ZBTJ,30600,34500,30960,34260,B738,35.8,HainanAirlines,16L,211,B1487,,,
20180929,CHH7498,ZBTJ,ZYTL,38100,42000,38820,41880,B738,35.8,HainanAirlines,16R,211,B1487,,,
20180929,CHH7049,ZJHK,ZBTJ,41700,54600,42960,55620,B738,35.8,HainanAirlines,16L,209,B1490,,,
20180929,CHH7050,ZBTJ,ZJHK,63300,77700,63240,75600,B738,35.8,HainanAirlines,16R,209,B1490,,,
20180929,CHH7202,ZGGG,ZBTJ,55800,66900,56760,66180,B738,35.8,HainanAirlines,16L,209,B1491,,,
20180929,CHH7201,ZBTJ,ZGGG,74100,85500,75540,85740,B738,35.8,HainanAirlines,16R,211,B1491,,,
20180929,OKA2945,ZBTJ,ZGSZ,27900,40200,33000,43620,B739,34.3,OkayAirways,16R,223,B1522,,,
20180929,OKA2946,ZGSZ,ZBTJ,62400,74100,66600,76500,B739,34.3,OkayAirways,16L,223,B1522,,,
20180928,CCA1388,ZGGG,ZBTJ,-17400,-5700,-3780,4860,B738,35.8,AirChina,16L,201,B1526,,,
20180929,CCA1417,ZBTJ,ZUGY,34200,44700,39720,49860,B738,35.8,AirChina,16R,107,B1526,,,
20180929,CCA1418,ZUGY,ZBTJ,47700,57900,55020,64200,B738,35.8,AirChina,16L,201,B1526,,,
20180929,CCA1259,ZBTJ,ZUGY,61500,71700,68040,78000,B738,35.8,AirChina,16R,109,B1526,,,
20180929,CCA1663,ZBTJ,ZSWH,28500,33600,29280,32820,B738,35.8,AirChina,16R,108,B1528,,,
20180929,CCA1664,ZSWH,ZBTJ,38400,42600,38820,41940,B738,35.8,AirChina,16L,203,B1528,,,
20180929,CCA1441,ZBTJ,ZBYN,47100,52200,48900,52680,B738,35.8,AirChina,16R,109,B1528,,,
20180929,CCA1442,ZBYN,ZBTJ,75000,79500,78540,82200,B738,35.8,AirChina,16L,201,B1528,,,
20180928,CXA8304,ZGHA,ZBTJ,-11100,-2100,600,7380,B738,35.8,XiamenAirlines,16L,226,B1550,,,
20180929,CXA8143,ZBTJ,ZSQZ,25200,36000,28740,37260,B738,35.8,XiamenAirlines,16R,226,B1550,,,
20180929,CXA8144,ZSQZ,ZBTJ,61800,72300,71040,79320,B738,35.8,XiamenAirlines,16L,227,B1550,,,
20180929,CXA8126,ZBTJ,ZSAM,75600,86100,83460,91680,B738,35.8,XiamenAirlines,16R,226,B1550,,,
20180929,CUA2218,ZSSS,ZBTJ,70200,78000,71880,77940,B738,35.8,LIANHANG,16L,112,B1572,,,
20180929,OKA2787,ZGGG,ZBTJ,24900,35700,25680,36300,B739,34.3,OkayAirways,16L,222,B1581,,,
20180929,OKA3083,ZBTJ,ZGKL,41700,53100,44760,54480,B739,34.3,OkayAirways,16R,223,B1581,,,
20180929,OKA3084,ZGKL,ZBTJ,64200,74700,64740,74100,B739,34.3,OkayAirways,16L,223,B1581,,,
20180929,OKA2989,ZBTJ,RJTT,79620,93600,79740,86400,B739,34.3,OkayAirways,16R,223,B1581,,,
20180929,GCR7993,ZBTJ,RKSI,30600,34200,30720,0,A320,34.1,TianjinAirlines,16R,211,B1618,,,
20180929,GCR7994,RKSI,ZBTJ,38700,44700,39900,45180,A320,34.1,TianjinAirlines,16L,211,B1618,,,
20180929,GCR7897,ZBTJ,ZUCK,50700,60000,53100,61680,A320,34.1,TianjinAirlines,16R,208,B1618,,,
